Alabama,7,45,315,22,288,907
Arizona,22,40,880,97,199,1751
Arkansas,29,68,1972,197,197,3885
California,335,41,13735,2198,216,29668
Colorado,33,43,1419,284,209,2966
Florida,205,43,8815,529,237,20892
Georgia,99,32,3168,190,300,9504
Hawaii,19,131,2489,25,153,3808
Idaho,95,44,4180,1045,179,7482
Illinois,11,46,506,167,509,2576
,,,,,,
Indiana,8,52,416,158,361,1502
Iowa,35,58,2030,1035,226,4588
Kansas,7,79,553,260,403,2229
Kentucky,5,38,190,42,413,785
Louisiana,43,81,3483,279,193,6722
Maine,12,33,396,51,500,1980
Michigan,87,45,3915,822,242,9474
Minnesota,126,62,7812,1016,193,15077
Mississippi,18,86,1548,124,182,2817
Missouri,8,65,520,57,370,1924
,,,,,,
Montana,145,72,10440,2506,221,23072
Nebraska,42,63,2646,423,191,5054
New Jersey,13,28,364,167,874,3181
New York,57,56,3192,766,303,9672
North Carolina,11,41,451,99,458,2066
North Dakota,455,74,33670,4377,191,64310
Ohio,15,73,1095,657,324,3548
Oregon,78,40,3120,998,210,6552
Pennsylvania,16,46,736,177,351,2583
South Carolina,16,34,544,27,270,1469
,,,,,,
South Dakota,255,57,14535,6541,207,30087
Tennessee,7,41,287,75,457,1312
Texas,120,66,7920,2297,217,17186
Utah,27,31,837,67,208,1741
Vermont,7,54,378,144,402,1520
Virginia,6,35,210,46,577,1212
Washington,77,45,3465,1594,244,8455
West Virginia,6,40,240,50,393,943
Wisconsin,53,56,2968,683,282,8370
Wyoming,39,53,2067,186,161,3328
,,,,,,
Other States 5/ 6/,34,43,1473,184,443,7968
,,,,,,
United States 6/ 7/,2683,55.5,148980,30662,219.9,334166
